shot_distance,minutes_remaining,shot_type,game_date,matchup,opponent,action_type,shot_zone_area,period,shot_made_flag
0,3.3,2,2010-05-10,Visitante,UTA,Driving Layup Shot,Center,3,1.0
11,2.8,2,2010-05-10,Visitante,UTA,Fadeaway Jump Shot,Center,3,0.0
0,0.2,2,2010-05-10,Visitante,UTA,Reverse Layup Shot,Center,3,0.0
14,7.0,2,2010-05-10,Visitante,UTA,Jump Shot,Center,4,0.0
14,3.0,2,2010-05-10,Visitante,UTA,Fadeaway Jump Shot,Right Side,4,0.0
18,11.43,2,2010-05-17,Casa,PHX,Jump Shot,Right Side Center,1,0.0
12,8.31,2,2010-05-17,Casa,PHX,Jump Shot,Left Side,1,0.0
6,1.0,2,2010-05-17,Casa,PHX,Jump Shot,Center,1,1.0
26,0.34,3,2010-05-17,Casa,PHX,Jump Shot,Center,1,1.0
17,0.1,2,2010-05-17,Casa,PHX,Running Jump Shot,Right Side,1,1.0
7,4.49,2,2010-05-17,Casa,PHX,Jump Shot,Center,2,0.0
19,4.7,2,2010-05-17,Casa,PHX,Jump Shot,Left Side Center,2,0.0
13,3.4,2,2010-05-17,Casa,PHX,Jump Shot,Center,2,1.0
15,2.45,2,2010-05-17,Casa,PHX,Jump Shot,Left Side,2,0.0
0,0.4,2,2010-05-17,Casa,PHX,Layup Shot,Center,2,0.0
16,11.13,2,2010-05-17,Casa,PHX,Turnaround Fadeaway shot,Right Side Center,3,1.0
5,10.5,2,2010-05-17,Casa,PHX,Floating Jump shot,Center,3,1.0
26,9.37,3,2010-05-17,Casa,PHX,Jump Shot,Left Side Center,3,1.0
4,7.53,2,2010-05-17,Casa,PHX,Jump Shot,Center,3,0.0
17,7.26,2,2010-05-17,Casa,PHX,Jump Shot,Right Side,3,1.0
27,5.42,3,2010-05-17,Casa,PHX,Jump Shot,Right Side Center,3,0.0
17,4.52,2,2010-05-17,Casa,PHX,Jump Shot,Left Side,3,1.0
0,3.35,2,2010-05-17,Casa,PHX,Layup Shot,Center,3,1.0
0,3.15,2,2010-05-17,Casa,PHX,Driving Slam Dunk Shot,Center,3,1.0
26,1.1,3,2010-05-17,Casa,PHX,Jump Shot,Left Side Center,3,0.0
27,10.42,3,2010-05-17,Casa,PHX,Jump Shot,Left Side Center,4,1.0
26,10.16,3,2010-05-17,Casa,PHX,Jump Shot,Right Side Center,4,0.0
19,9.35,2,2010-05-17,Casa,PHX,Turnaround Jump Shot,Left Side Center,4,1.0
16,11.41,2,2010-05-19,Casa,PHX,Jump Shot,Left Side Center,1,1.0
12,8.47,2,2010-05-19,Casa,PHX,Jump Shot,Left Side,1,0.0
17,7.22,2,2010-05-19,Casa,PHX,Jump Shot,Center,1,0.0
0,7.12,2,2010-05-19,Casa,PHX,Running Layup Shot,Center,1,1.0
5,6.25,2,2010-05-19,Casa,PHX,Floating Jump shot,Center,1,0.0
0,6.23,2,2010-05-19,Casa,PHX,Layup Shot,Center,1,0.0
23,2.1,3,2010-05-19,Casa,PHX,Jump Shot,Left Side,1,0.0
26,1.36,3,2010-05-19,Casa,PHX,Jump Shot,Left Side Center,1,1.0
20,8.0,2,2010-05-19,Casa,PHX,Jump Shot,Left Side Center,2,0.0
0,6.3,2,2010-05-19,Casa,PHX,Layup Shot,Center,2,0.0
3,0.57,2,2010-05-19,Casa,PHX,Jump Shot,Center,2,0.0
15,0.32,2,2010-05-19,Casa,PHX,Jump Shot,Center,2,0.0
15,10.16,2,2010-05-19,Casa,PHX,Turnaround Jump Shot,Center,3,1.0
14,7.55,2,2010-05-19,Casa,PHX,Jump Shot,Center,3,1.0
16,0.3,2,2010-05-19,Casa,PHX,Jump Shot,Center,3,0.0
25,0.2,3,2010-05-19,Casa,PHX,Jump Shot,Center,3,0.0
18,9.37,2,2010-05-19,Casa,PHX,Jump Bank Shot,Left Side Center,4,0.0
10,6.42,2,2010-05-19,Casa,PHX,Jump Shot,Left Side,4,1.0
18,6.13,2,2010-05-19,Casa,PHX,Jump Shot,Right Side,4,0.0
11,10.22,2,2010-05-23,Visitante,PHX,Turnaround Fadeaway shot,Center,1,1.0
20,8.57,2,2010-05-23,Visitante,PHX,Jump Shot,Right Side Center,1,1.0
0,8.26,2,2010-05-23,Visitante,PHX,Layup Shot,Center,1,1.0
24,4.41,3,2010-05-23,Visitante,PHX,Jump Shot,Right Side Center,1,0.0
20,3.11,2,2010-05-23,Visitante,PHX,Jump Shot,Right Side Center,1,1.0
9,2.17,2,2010-05-23,Visitante,PHX,Jump Bank Shot,Left Side,1,0.0
15,2.7,2,2010-05-23,Visitante,PHX,Fadeaway Jump Shot,Left Side,1,1.0
18,1.7,2,2010-05-23,Visitante,PHX,Jump Shot,Right Side,1,1.0
25,0.42,3,2010-05-23,Visitante,PHX,Jump Shot,Right Side Center,1,0.0
6,5.18,2,2010-05-23,Visitante,PHX,Jump Bank Shot,Center,2,1.0
12,4.53,2,2010-05-23,Visitante,PHX,Fadeaway Jump Shot,Center,2,1.0
26,3.38,3,2010-05-23,Visitante,PHX,Jump Shot,Left Side Center,2,0.0
21,1.0,2,2010-05-23,Visitante,PHX,Jump Shot,Right Side Center,2,0.0
28,0.0,3,2010-05-23,Visitante,PHX,Jump Shot,Left Side Center,2,0.0
26,11.47,3,2010-05-23,Visitante,PHX,Jump Shot,Left Side Center,3,0.0
26,2.14,3,2010-05-23,Visitante,PHX,Jump Shot,Left Side Center,3,1.0
9,10.2,2,2010-05-23,Visitante,PHX,Jump Shot,Center,4,1.0
25,6.2,3,2010-05-23,Visitante,PHX,Jump Shot,Left Side Center,4,0.0
11,5.39,2,2010-05-23,Visitante,PHX,Jump Shot,Center,4,0.0
12,2.33,2,2010-05-23,Visitante,PHX,Jump Shot,Right Side,4,0.0
0,2.5,2,2010-05-23,Visitante,PHX,Driving Layup Shot,Center,4,1.0
25,1.36,3,2010-05-23,Visitante,PHX,Jump Shot,Right Side Center,4,0.0
8,0.41,2,2010-05-23,Visitante,PHX,Running Jump Shot,Center,4,0.0
6,0.19,2,2010-05-23,Visitante,PHX,Jump Shot,Center,4,0.0
14,6.31,2,2010-05-25,Visitante,PHX,Jump Shot,Left Side,1,0.0
25,11.3,3,2010-05-25,Visitante,PHX,Jump Shot,Left Side Center,2,0.0
21,8.2,2,2010-05-25,Visitante,PHX,Jump Shot,Left Side,2,1.0
22,7.52,2,2010-05-25,Visitante,PHX,Jump Shot,Left Side Center,2,1.0
24,5.5,3,2010-05-25,Visitante,PHX,Jump Shot,Right Side Center,2,1.0
23,5.24,3,2010-05-25,Visitante,PHX,Jump Shot,Right Side,2,1.0
21,3.1,2,2010-05-25,Visitante,PHX,Jump Shot,Right Side Center,2,1.0
25,2.4,3,2010-05-25,Visitante,PHX,Jump Shot,Right Side Center,2,1.0
26,0.1,3,2010-05-25,Visitante,PHX,Jump Shot,Left Side Center,2,0.0
14,10.39,2,2010-05-25,Visitante,PHX,Jump Shot,Right Side,3,1.0
29,9.21,3,2010-05-25,Visitante,PHX,Jump Shot,Center,3,1.0
25,8.46,3,2010-05-25,Visitante,PHX,Jump Shot,Left Side Center,3,1.0
15,7.11,2,2010-05-25,Visitante,PHX,Jump Shot,Left Side,3,0.0
23,6.25,3,2010-05-25,Visitante,PHX,Jump Shot,Left Side,3,0.0
19,4.49,2,2010-05-25,Visitante,PHX,Jump Shot,Right Side,3,0.0
11,4.32,2,2010-05-25,Visitante,PHX,Fadeaway Jump Shot,Right Side,3,1.0
15,3.8,2,2010-05-25,Visitante,PHX,Jump Shot,Left Side,3,1.0
25,2.2,3,2010-05-25,Visitante,PHX,Jump Shot,Left Side Center,3,1.0
8,9.33,2,2010-05-25,Visitante,PHX,Jump Shot,Left Side,4,0.0
16,1.32,2,2010-05-25,Visitante,PHX,Jump Shot,Left Side Center,4,1.0
0,0.48,2,2010-05-25,Visitante,PHX,Layup Shot,Center,4,0.0
10,0.26,2,2010-05-25,Visitante,PHX,Jump Shot,Center,4,1.0
15,10.2,2,2010-05-27,Casa,PHX,Pullup Jump shot,Right Side,1,0.0
0,9.26,2,2010-05-27,Casa,PHX,Layup Shot,Center,1,0.0
24,10.14,3,2010-05-27,Casa,PHX,Jump Shot,Left Side Center,2,0.0
14,9.47,2,2010-05-27,Casa,PHX,Pullup Bank shot,Right Side,2,1.0
24,7.22,3,2010-05-27,Casa,PHX,Jump Shot,Left Side Center,2,0.0
24,6.52,3,2010-05-27,Casa,PHX,Jump Shot,Left Side Center,2,1.0
25,6.19,3,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,2,0.0
25,3.54,3,2010-05-27,Casa,PHX,Jump Shot,Left Side Center,2,0.0
0,1.55,2,2010-05-27,Casa,PHX,Reverse Layup Shot,Center,2,0.0
10,1.16,2,2010-05-27,Casa,PHX,Jump Shot,Center,2,0.0
19,11.4,2,2010-05-27,Casa,PHX,Jump Shot,Left Side Center,3,0.0
16,10.24,2,2010-05-27,Casa,PHX,Fadeaway Jump Shot,Left Side Center,3,1.0
25,8.25,3,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,3,0.0
0,6.51,2,2010-05-27,Casa,PHX,Slam Dunk Shot,Center,3,0.0
9,5.32,2,2010-05-27,Casa,PHX,Pullup Jump shot,Left Side,3,1.0
20,3.1,2,2010-05-27,Casa,PHX,Jump Shot,Right Side,3,0.0
18,2.9,2,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,3,1.0
8,0.2,2,2010-05-27,Casa,PHX,Jump Shot,Left Side,3,0.0
25,11.1,3,2010-05-27,Casa,PHX,Jump Shot,Left Side Center,4,1.0
25,9.29,3,2010-05-27,Casa,PHX,Jump Shot,Left Side Center,4,0.0
16,8.55,2,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,4,0.0
19,7.2,2,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,4,1.0
16,6.39,2,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,4,0.0
25,5.29,3,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,4,0.0
16,3.42,2,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,4,0.0
20,3.18,2,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,4,0.0
26,0.2,3,2010-05-27,Casa,PHX,Jump Shot,Right Side Center,4,0.0
20,10.34,2,2010-05-29,Visitante,PHX,Jump Shot,Right Side,1,1.0
8,8.15,2,2010-05-29,Visitante,PHX,Running Bank shot,Left Side,1,1.0
25,6.31,3,2010-05-29,Visitante,PHX,Jump Shot,Right Side Center,1,0.0
25,5.48,3,2010-05-29,Visitante,PHX,Jump Shot,Right Side Center,1,0.0
13,3.44,2,2010-05-29,Visitante,PHX,Jump Shot,Left Side,1,0.0
18,0.47,2,2010-05-29,Visitante,PHX,Jump Shot,Left Side Center,1,1.0
23,0.0,2,2010-05-29,Visitante,PHX,Jump Shot,Left Side,1,0.0
22,5.53,3,2010-05-29,Visitante,PHX,Jump Shot,Right Side,2,0.0
18,4.34,2,2010-05-29,Visitante,PHX,Jump Bank Shot,Left Side,2,0.0
22,4.19,2,2010-05-29,Visitante,PHX,Jump Shot,Right Side,2,0.0
27,0.12,3,2010-05-29,Visitante,PHX,Jump Shot,Left Side Center,2,1.0
24,8.19,3,2010-05-29,Visitante,PHX,Jump Shot,Right Side Center,3,1.0
13,6.1,2,2010-05-29,Visitante,PHX,Turnaround Jump Shot,Center,3,0.0
26,4.4,3,2010-05-29,Visitante,PHX,Jump Shot,Center,3,0.0
14,1.45,2,2010-05-29,Visitante,PHX,Jump Shot,Center,3,1.0
11,1.9,2,2010-05-29,Visitante,PHX,Jump Shot,Left Side,3,1.0
16,0.41,2,2010-05-29,Visitante,PHX,Jump Shot,Right Side,3,1.0
23,0.0,2,2010-05-29,Visitante,PHX,Jump Shot,Left Side Center,3,0.0
14,9.27,2,2010-05-29,Visitante,PHX,Turnaround Jump Shot,Right Side,4,0.0
28,8.11,3,2010-05-29,Visitante,PHX,Jump Shot,Center,4,0.0
16,6.21,2,2010-05-29,Visitante,PHX,Jump Shot,Left Side Center,4,0.0
21,4.33,2,2010-05-29,Visitante,PHX,Floating Jump shot,Center,4,1.0
25,3.52,3,2010-05-29,Visitante,PHX,Jump Shot,Left Side Center,4,0.0
20,1.59,2,2010-05-29,Visitante,PHX,Jump Shot,Right Side Center,4,1.0
23,0.35,2,2010-05-29,Visitante,PHX,Jump Shot,Right Side Center,4,1.0
0,10.14,2,2010-06-03,Casa,BOS,Running Layup Shot,Center,1,1.0
6,7.38,2,2010-06-03,Casa,BOS,Floating Jump shot,Center,1,1.0
0,5.37,2,2010-06-03,Casa,BOS,Layup Shot,Center,1,0.0
7,3.51,2,2010-06-03,Casa,BOS,Jump Shot,Center,1,0.0
0,2.1,2,2010-06-03,Casa,BOS,Running Layup Shot,Center,1,0.0
18,7.5,2,2010-06-03,Casa,BOS,Jump Shot,Left Side Center,2,1.0
16,3.4,2,2010-06-03,Casa,BOS,Jump Shot,Left Side,2,0.0
0,3.16,2,2010-06-03,Casa,BOS,Layup Shot,Center,2,0.0
0,1.22,2,2010-06-03,Casa,BOS,Driving Layup Shot,Center,2,1.0
22,11.1,2,2010-06-03,Casa,BOS,Jump Shot,Center,3,1.0
7,10.35,2,2010-06-03,Casa,BOS,Floating Jump shot,Center,3,1.0
0,8.13,2,2010-06-03,Casa,BOS,Layup Shot,Center,3,0.0
14,7.15,2,2010-06-03,Casa,BOS,Fadeaway Jump Shot,Right Side,3,0.0
6,7.7,2,2010-06-03,Casa,BOS,Jump Hook Shot,Center,3,1.0
0,6.11,2,2010-06-03,Casa,BOS,Driving Dunk Shot,Center,3,0.0
0,2.11,2,2010-06-03,Casa,BOS,Alley Oop Dunk Shot,Center,3,1.0
15,11.21,2,2010-06-03,Casa,BOS,Jump Shot,Left Side,4,0.0
0,9.12,2,2010-06-03,Casa,BOS,Layup Shot,Center,4,0.0
13,4.16,2,2010-06-03,Casa,BOS,Jump Shot,Center,4,0.0
22,2.33,2,2010-06-03,Casa,BOS,Jump Shot,Right Side Center,4,0.0
26,0.45,3,2010-06-03,Casa,BOS,Jump Shot,Left Side Center,4,0.0
28,0.3,3,2010-06-03,Casa,BOS,Jump Shot,Center,4,1.0
10,8.53,2,2010-06-06,Casa,BOS,Running Jump Shot,Right Side,1,0.0
0,5.2,2,2010-06-06,Casa,BOS,Layup Shot,Center,1,1.0
9,3.3,2,2010-06-06,Casa,BOS,Turnaround Jump Shot,Right Side,1,0.0
25,1.27,3,2010-06-06,Casa,BOS,Jump Shot,Left Side Center,1,0.0
8,1.4,2,2010-06-06,Casa,BOS,Turnaround Jump Shot,Right Side,1,0.0
11,5.55,2,2010-06-06,Casa,BOS,Jump Shot,Left Side,2,0.0
22,4.59,2,2010-06-06,Casa,BOS,Jump Shot,Right Side Center,2,1.0
24,4.16,3,2010-06-06,Casa,BOS,Jump Shot,Right Side Center,2,0.0
15,3.51,2,2010-06-06,Casa,BOS,Pullup Jump shot,Left Side,2,1.0
26,0.0,3,2010-06-06,Casa,BOS,Jump Shot,Center,2,1.0
25,0.0,3,2010-06-06,Casa,BOS,Jump Shot,Left Side Center,2,0.0
0,10.28,2,2010-06-06,Casa,BOS,Driving Layup Shot,Center,3,1.0
8,9.14,2,2010-06-06,Casa,BOS,Jump Shot,Left Side,4,0.0
7,5.58,2,2010-06-06,Casa,BOS,Fadeaway Bank shot,Center,4,1.0
15,5.21,2,2010-06-06,Casa,BOS,Fadeaway Jump Shot,Left Side,4,1.0
13,3.55,2,2010-06-06,Casa,BOS,Turnaround Jump Shot,Center,4,0.0
25,1.35,3,2010-06-06,Casa,BOS,Jump Shot,Right Side Center,4,0.0
7,1.12,2,2010-06-06,Casa,BOS,Jump Shot,Center,4,0.0
27,0.52,3,2010-06-06,Casa,BOS,Jump Shot,Left Side Center,4,1.0
25,0.28,3,2010-06-06,Casa,BOS,Jump Shot,Right Side Center,4,0.0
24,10.52,3,2010-06-08,Visitante,BOS,Jump Shot,Center,1,0.0
21,5.13,2,2010-06-08,Visitante,BOS,Jump Shot,Center,1,1.0
19,3.8,2,2010-06-08,Visitante,BOS,Jump Shot,Center,1,0.0
24,2.29,3,2010-06-08,Visitante,BOS,Jump Shot,Right Side Center,1,0.0
1,11.17,2,2010-06-08,Visitante,BOS,Driving Layup Shot,Center,2,0.0
12,5.32,2,2010-06-08,Visitante,BOS,Jump Shot,Right Side,2,0.0
25,3.42,3,2010-06-08,Visitante,BOS,Jump Shot,Left Side Center,2,0.0
10,3.33,2,2010-06-08,Visitante,BOS,Jump Shot,Left Side,2,0.0
19,3.6,2,2010-06-08,Visitante,BOS,Jump Shot,Center,2,1.0
20,2.18,2,2010-06-08,Visitante,BOS,Jump Shot,Right Side,2,0.0
5,2.0,2,2010-06-08,Visitante,BOS,Jump Shot,Center,2,0.0
6,1.26,2,2010-06-08,Visitante,BOS,Floating Jump shot,Center,2,1.0
20,0.52,2,2010-06-08,Visitante,BOS,Jump Shot,Right Side Center,2,1.0
22,11.38,2,2010-06-08,Visitante,BOS,Jump Shot,Right Side Center,3,0.0
19,10.6,2,2010-06-08,Visitante,BOS,Jump Shot,Center,3,0.0
18,8.33,2,2010-06-08,Visitante,BOS,Fadeaway Jump Shot,Right Side Center,3,1.0
25,8.3,3,2010-06-08,Visitante,BOS,Jump Shot,Right Side Center,3,0.0
1,6.19,2,2010-06-08,Visitante,BOS,Reverse Layup Shot,Center,3,0.0
9,4.29,2,2010-06-08,Visitante,BOS,Jump Bank Shot,Left Side,3,1.0
8,3.39,2,2010-06-08,Visitante,BOS,Jump Shot,Right Side,3,1.0
16,2.45,2,2010-06-08,Visitante,BOS,Fadeaway Jump Shot,Left Side Center,3,0.0
24,1.27,3,2010-06-08,Visitante,BOS,Jump Shot,Right Side Center,3,1.0
16,0.43,2,2010-06-08,Visitante,BOS,Jump Shot,Left Side,3,0.0
26,9.55,3,2010-06-08,Visitante,BOS,Jump Shot,Left Side Center,4,0.0
19,9.22,2,2010-06-08,Visitante,BOS,Jump Shot,Left Side Center,4,0.0
26,8.17,3,2010-06-08,Visitante,BOS,Jump Shot,Right Side Center,4,0.0
19,2.59,2,2010-06-08,Visitante,BOS,Jump Shot,Center,4,0.0
14,1.41,2,2010-06-08,Visitante,BOS,Pullup Jump shot,Center,4,1.0
21,1.12,2,2010-06-08,Visitante,BOS,Jump Shot,Left Side Center,4,0.0
13,11.38,2,2010-06-10,Visitante,BOS,Turnaround Fadeaway shot,Right Side,1,0.0
9,6.27,2,2010-06-10,Visitante,BOS,Jump Bank Shot,Left Side,1,1.0
15,4.8,2,2010-06-10,Visitante,BOS,Jump Shot,Center,1,0.0
17,1.44,2,2010-06-10,Visitante,BOS,Jump Shot,Right Side,1,0.0
24,4.45,3,2010-06-10,Visitante,BOS,Jump Shot,Right Side Center,2,1.0
24,4.12,3,2010-06-10,Visitante,BOS,Pullup Jump shot,Right Side Center,2,1.0
19,3.42,2,2010-06-10,Visitante,BOS,Jump Shot,Right Side,2,1.0
18,1.9,2,2010-06-10,Visitante,BOS,Jump Shot,Right Side Center,2,0.0
9,11.16,2,2010-06-10,Visitante,BOS,Jump Shot,Left Side,3,0.0
4,9.29,2,2010-06-10,Visitante,BOS,Jump Shot,Center,3,0.0
2,7.53,2,2010-06-10,Visitante,BOS,Layup Shot,Center,3,0.0
24,4.43,3,2010-06-10,Visitante,BOS,Jump Shot,Center,3,1.0
23,3.48,3,2010-06-10,Visitante,BOS,Jump Shot,Left Side Center,3,0.0
22,1.51,3,2010-06-10,Visitante,BOS,Step Back Jump shot,Left Side,3,1.0
24,1.25,3,2010-06-10,Visitante,BOS,Jump Shot,Left Side Center,3,0.0
24,0.7,3,2010-06-10,Visitante,BOS,Jump Shot,Left Side Center,3,0.0
22,9.17,3,2010-06-10,Visitante,BOS,Jump Shot,Right Side,4,0.0
26,4.33,3,2010-06-10,Visitante,BOS,Jump Shot,Left Side Center,4,0.0
6,3.48,2,2010-06-10,Visitante,BOS,Jump Shot,Center,4,0.0
10,1.56,2,2010-06-10,Visitante,BOS,Jump Shot,Left Side,4,1.0
26,0.11,3,2010-06-10,Visitante,BOS,Jump Shot,Center,4,1.0
28,0.3,3,2010-06-10,Visitante,BOS,Jump Shot,Center,4,0.0
17,10.52,2,2010-06-13,Visitante,BOS,Jump Shot,Left Side,1,0.0
24,4.12,3,2010-06-13,Visitante,BOS,Jump Shot,Right Side Center,1,0.0
25,2.32,3,2010-06-13,Visitante,BOS,Jump Shot,Left Side Center,1,0.0
23,1.11,3,2010-06-13,Visitante,BOS,Jump Shot,Center,1,0.0
15,8.32,2,2010-06-13,Visitante,BOS,Jump Shot,Left Side,2,0.0
5,6.49,2,2010-06-13,Visitante,BOS,Running Jump Shot,Center,2,1.0
7,4.49,2,2010-06-13,Visitante,BOS,Jump Shot,Center,2,0.0
4,3.59,2,2010-06-13,Visitante,BOS,Running Layup Shot,Center,2,1.0
19,3.6,2,2010-06-13,Visitante,BOS,Jump Shot,Center,2,0.0
22,2.35,2,2010-06-13,Visitante,BOS,Jump Shot,Right Side,2,0.0
16,2.32,2,2010-06-13,Visitante,BOS,Jump Shot,Right Side,2,1.0
4,0.4,2,2010-06-13,Visitante,BOS,Jump Shot,Center,2,0.0
15,10.43,2,2010-06-13,Visitante,BOS,Turnaround Fadeaway shot,Right Side,3,0.0
19,9.59,2,2010-06-13,Visitante,BOS,Jump Shot,Right Side,3,1.0
24,9.7,3,2010-06-13,Visitante,BOS,Jump Shot,Center,3,1.0
24,8.16,3,2010-06-13,Visitante,BOS,Pullup Jump shot,Center,3,1.0
19,7.25,2,2010-06-13,Visitante,BOS,Turnaround Jump Shot,Right Side Center,3,1.0
1,6.48,2,2010-06-13,Visitante,BOS,Alley Oop Layup shot,Center,3,1.0
27,6.1,3,2010-06-13,Visitante,BOS,Jump Shot,Center,3,1.0
20,5.22,2,2010-06-13,Visitante,BOS,Jump Shot,Right Side,3,0.0
19,3.53,2,2010-06-13,Visitante,BOS,Jump Shot,Left Side Center,3,0.0
11,10.1,2,2010-06-13,Visitante,BOS,Running Jump Shot,Center,4,1.0
25,9.22,3,2010-06-13,Visitante,BOS,Jump Shot,Center,4,0.0
18,7.58,2,2010-06-13,Visitante,BOS,Fadeaway Jump Shot,Center,4,0.0
26,0.3,3,2010-06-13,Visitante,BOS,Jump Shot,Center,4,0.0
25,0.12,3,2010-06-13,Visitante,BOS,Jump Shot,Right Side Center,4,0.0
24,0.6,3,2010-06-13,Visitante,BOS,Jump Shot,Center,4,0.0
25,11.43,3,2010-06-15,Casa,BOS,Jump Shot,Right Side Center,1,0.0
2,11.21,2,2010-06-15,Casa,BOS,Driving Finger Roll Layup Shot,Center,1,1.0
20,7.23,2,2010-06-15,Casa,BOS,Jump Shot,Center,1,1.0
0,6.53,2,2010-06-15,Casa,BOS,Layup Shot,Center,1,1.0
17,6.18,2,2010-06-15,Casa,BOS,Jump Shot,Right Side Center,1,0.0
26,4.5,3,2010-06-15,Casa,BOS,Jump Shot,Right Side Center,1,1.0
17,2.18,2,2010-06-15,Casa,BOS,Jump Shot,Right Side,1,0.0
0,1.35,2,2010-06-15,Casa,BOS,Driving Finger Roll Layup Shot,Center,1,0.0
0,8.17,2,2010-06-15,Casa,BOS,Tip Shot,Center,2,0.0
0,8.14,2,2010-06-15,Casa,BOS,Layup Shot,Center,2,0.0
0,3.4,2,2010-06-15,Casa,BOS,Driving Layup Shot,Center,2,0.0
13,0.7,2,2010-06-15,Casa,BOS,Jump Shot,Left Side,2,0.0
0,7.5,2,2010-06-15,Casa,BOS,Layup Shot,Center,3,1.0
20,3.39,2,2010-06-15,Casa,BOS,Jump Shot,Center,3,0.0
23,7.29,3,2010-06-15,Casa,BOS,Jump Shot,Left Side,4,0.0
0,5.34,2,2010-06-15,Casa,BOS,Running Layup Shot,Center,4,0.0
9,4.58,2,2010-06-15,Casa,BOS,Jump Shot,Center,4,0.0
25,4.16,3,2010-06-15,Casa,BOS,Jump Shot,Center,4,0.0
0,3.38,2,2010-06-15,Casa,BOS,Layup Shot,Center,4,1.0
17,8.18,2,2010-06-17,Casa,BOS,Jump Shot,Left Side Center,1,0.0
0,8.8,2,2010-06-17,Casa,BOS,Layup Shot,Center,1,0.0
19,6.54,2,2010-06-17,Casa,BOS,Jump Shot,Left Side,1,0.0
8,5.28,2,2010-06-17,Casa,BOS,Jump Shot,Left Side,1,0.0
6,3.36,2,2010-06-17,Casa,BOS,Jump Shot,Center,1,0.0
26,2.0,3,2010-06-17,Casa,BOS,Jump Shot,Right Side Center,1,0.0
23,0.11,3,2010-06-17,Casa,BOS,Jump Shot,Right Side,1,0.0
6,11.37,2,2010-06-17,Casa,BOS,Running Jump Shot,Center,2,1.0
20,7.4,2,2010-06-17,Casa,BOS,Jump Shot,Right Side,2,0.0
7,5.26,2,2010-06-17,Casa,BOS,Jump Shot,Center,2,0.0
10,3.22,2,2010-06-17,Casa,BOS,Jump Shot,Right Side,2,0.0
15,2.34,2,2010-06-17,Casa,BOS,Pullup Jump shot,Center,2,1.0
23,1.55,3,2010-06-17,Casa,BOS,Jump Shot,Left Side Center,2,0.0
24,0.11,3,2010-06-17,Casa,BOS,Jump Shot,Right Side Center,2,0.0
27,10.34,3,2010-06-17,Casa,BOS,Jump Shot,Right Side Center,3,0.0
20,10.8,2,2010-06-17,Casa,BOS,Jump Shot,Left Side Center,3,0.0
20,9.22,2,2010-06-17,Casa,BOS,Jump Shot,Right Side Center,3,0.0
11,7.37,2,2010-06-17,Casa,BOS,Running Jump Shot,Center,3,1.0
13,4.21,2,2010-06-17,Casa,BOS,Jump Shot,Center,3,0.0
5,3.8,2,2010-06-17,Casa,BOS,Jump Shot,Center,3,1.0
19,10.58,2,2010-06-17,Casa,BOS,Jump Shot,Left Side Center,4,0.0
17,5.22,2,2010-06-17,Casa,BOS,Fadeaway Jump Shot,Right Side Center,4,1.0
19,3.57,2,2010-06-17,Casa,BOS,Jump Shot,Right Side Center,4,0.0
26,0.28,3,2010-06-17,Casa,BOS,Jump Shot,Center,4,0.0
19,11.16,2,2011-04-17,Casa,NOH,Jump Shot,Right Side,1,0.0
2,10.1,2,2011-04-17,Casa,NOH,Reverse Layup Shot,Center,1,0.0
5,9.4,2,2011-04-17,Casa,NOH,Running Jump Shot,Center,1,1.0
15,7.55,2,2011-04-17,Casa,NOH,Jump Shot,Right Side,1,1.0
7,6.16,2,2011-04-17,Casa,NOH,Jump Shot,Center,1,0.0
1,3.24,2,2011-04-17,Casa,NOH,Driving Layup Shot,Center,1,1.0
2,0.57,2,2011-04-17,Casa,NOH,Reverse Layup Shot,Center,1,1.0
26,8.23,3,2011-04-17,Casa,NOH,Jump Shot,Right Side Center,2,0.0
4,6.31,2,2011-04-17,Casa,NOH,Jump Shot,Center,2,1.0
18,6.6,2,2011-04-17,Casa,NOH,Jump Shot,Right Side Center,2,1.0
18,5.3,2,2011-04-17,Casa,NOH,Turnaround Jump Shot,Left Side Center,2,0.0
19,2.1,2,2011-04-17,Casa,NOH,Jump Shot,Left Side Center,2,0.0
16,0.1,2,2011-04-17,Casa,NOH,Step Back Jump shot,Left Side,2,1.0
12,8.8,2,2011-04-17,Casa,NOH,Jump Shot,Left Side,3,0.0
13,6.9,2,2011-04-17,Casa,NOH,Turnaround Jump Shot,Center,3,1.0
3,4.38,2,2011-04-17,Casa,NOH,Jump Shot,Center,3,1.0
14,4.4,2,2011-04-17,Casa,NOH,Fadeaway Jump Shot,Right Side,3,1.0
4,8.27,2,2011-04-17,Casa,NOH,Jump Shot,Center,4,1.0
10,7.6,2,2011-04-17,Casa,NOH,Turnaround Fadeaway shot,Right Side,4,1.0
26,6.31,3,2011-04-17,Casa,NOH,Jump Shot,Center,4,0.0
14,5.56,2,2011-04-17,Casa,NOH,Jump Shot,Right Side,4,0.0
